StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q13,Q15,Q16,Q17,Q19,Q20,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q29_1,Q29_2,Q29_3,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q31_1,Q31_2,Q31_3,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_6_TEXT,Q35,Q36,Q36_4_TEXT,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q43_7_TEXT,Q44,Q44_8_TEXT,Q45,Q45_4_TEXT
12/9/21 16:13,12/9/21 16:19,IP Address,174.194.134.192,100,358,TRUE,12/9/21 16:19,R_3EnWJjvmRcJzqIX,,,,,37.32090759,-121.9125977,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,Seaweed,,,,,Very familiar,7,1,2,6,3,4,8,5,Positive,Very Positive,Yes,1-5 days,Yes,Yes,Shellfish,,Yes,12-Aug,Yes,Wild caught,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Don't know,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,6,5,1,4,2,3,2,5,4,3,1,6,,1989,Woman,,White/Caucasian,Master's degree,> $150K,3,93105,Democrat,education,,Customer,,Social media,
12/9/21 16:23,12/9/21 16:29,IP Address,107.77.227.209,100,333,TRUE,12/9/21 16:29,R_0dimAEKm0QaT1VT,,,,,33.84049988,-117.9525986,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,Strongly supportive,Korea,,,Basic understanding,8,5,3,7,4,2,1,6,Neutral,Positive,Yes,5-10 days,No,Yes,Shellfish,,Yes,8-Apr,No,Wild caught,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Neutral,Neutral,Agree,Agree,Agree,Agree,Don't know,Don't know,Agree,Don't know,Don't know,Disagree,Agree,Strongly Agree,Neutral,Neutral,Don't know,Don't know,Don't know,Strongly Agree,Strongly Agree,Agree,3,4,1,6,5,2,3,4,5,1,2,6,,1997,Man,,White/Caucasian,PhD,$25K - $50K,1,92109,Something else,"non-profit,other",Research,Customer,,Social media,
12/9/21 17:27,12/9/21 17:37,IP Address,174.34.70.9,100,619,TRUE,12/9/21 17:37,R_2SowjedsD7zZY1z,,,,,34.43980408,-119.7314987,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,Somewhat supportive,Nori,,,"Heard of it, but don't know details",6,8,7,2,4,3,1,5,Positive,Positive,Yes,1-5 days,No,No,,,Yes,4-Jan,No,Wild caught,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,5,6,1,4,3,2,2,4,5,3,1,6,,1995,Woman,,White/Caucasian,Bachelor's degree,$50K - $75K,2,93105,Democrat,education,,Customer,,Social media,
12/9/21 17:52,12/9/21 18:02,IP Address,136.52.87.112,100,552,TRUE,12/9/21 18:02,R_2ARnSyUyG53Rore,,,,,33.73890686,-117.7480011,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,,,Strongly supportive,oxygenation,Basic understanding,7,5,6,1,2,4,8,3,Positive,Positive,No,,No,No,,,Yes,8-Apr,Yes,No preference,Neutral,Strongly Agree,Don't know,Agree,Don't know,Don't know,Neutral,Disagree,Agree,Don't know,Agree,Agree,Don't know,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Don't know,Don't know,Don't know,Don't know,Neutral,Agree,Agree,Agree,2,5,1,6,4,3,1,3,4,2,5,6,,1993,Man,,Asian American or Asian,Bachelor's degree,$100K - $125K,2,92603,Democrat,healthcare,,None,,Other,
12/9/21 18:04,12/9/21 18:15,IP Address,73.158.16.70,100,674,TRUE,12/9/21 18:15,R_2D0GIiToV6TRrgn,,,,,37.89190674,-122.2635956,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,Sustainable ,,,,,Basic understanding,7,4,5,6,2,3,1,8,Positive,Very Positive,Yes,5-10 days,Yes,Yes,Shellfish,,Yes,8-Apr,Yes,Wild caught,Disagree,Agree,Disagree,Don't know,Don't know,Don't know,Don't know,Neutral,Agree,Agree,Don't know,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Don't know,Don't know,Strongly Agree,Strongly Agree,Agree,5,6,1,4,2,3,2,4,5,1,3,6,,1956,Woman,,White/Caucasian,Master's degree,$100K - $125K,2,94708,Democrat,other,Retired ,Customer,,Social media,
12/9/21 19:22,12/9/21 19:40,IP Address,174.247.4.187,100,1059,TRUE,12/9/21 19:40,R_1P5WVPFH1waT36f,,,,,35.24259949,-80.74099731,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,remediation,,,,,Very familiar,7,4,1,8,2,5,3,6,Very Positive,Very Positive,Yes,1-5 days,Yes,No,Shellfish,,Yes,8-Apr,Yes,No preference,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Don't know,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,4,5,3,2,1,6,2,5,3,4,1,6,,1992,Man,,White/Caucasian,Master's degree,$50K - $75K,1,27808,Indpendent,government,,Other,Customer / Enthusiast,Social media,
12/9/21 19:55,12/9/21 20:02,IP Address,73.162.193.246,100,400,TRUE,12/9/21 20:02,R_5nmcTIeaO2PoV7H,,,,,37.88299561,-122.4676056,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Somewhat supportive,Wakame,,,,,,,Basic understanding,7,3,4,5,1,2,6,8,Very Positive,Very Positive,Yes,1-5 days,Yes,Yes,Shellfish,,Yes,4-Jan,Yes,No preference,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,4,5,1,6,3,2,1,2,4,3,5,6,,1994,Woman,,White/Caucasian,Master's degree,$50K - $75K,1,94952,Democrat,government,,Customer,,Social media,
12/9/21 20:36,12/9/21 20:46,IP Address,207.192.240.59,100,610,TRUE,12/9/21 20:46,R_264k58VYvmtGEam,,,,,35.27079773,-114.0225983,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,Strongly supportive,Opportunity,,,Basic understanding,7,5,2,8,6,4,1,3,Positive,Very Positive,Yes,5-10 days,Yes,No,"Fish,Seaweed",,Yes,4-Jan,No,Wild caught,Strongly Disagree,Strongly Agree,Disagree,Don't know,Don't know,Don't know,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,3,2,1,5,6,4,1,5,3,2,4,6,,1999,Man,,White/Caucasian,Bachelor's degree,< $25K,3,93101,Democrat,education,,Other,Student,Social media,
12/9/21 21:32,12/9/21 21:40,IP Address,72.194.29.36,100,498,TRUE,12/9/21 21:40,R_XRiXHR9Wjxck1vH,,,,,34.42649841,-119.8630981,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,Strongly supportive,Restoration ,,,Very familiar,7,6,3,5,4,2,1,8,Very Positive,Very Positive,Yes,5-10 days,Yes,Yes,Shellfish,,Yes,12+,No,No preference,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,6,5,2,4,1,3,1,5,4,2,3,6,,1986,Woman,,Prefer not to state,PhD,$75K - $100K,3,93117,Indpendent,non-profit,,Researcher,,Social media,
12/10/21 2:17,12/10/21 2:26,IP Address,107.77.229.18,100,569,TRUE,12/10/21 2:26,R_2qEDZvCR8Ncpvym,,,,,33.88380432,-118.1260986,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,,,Somewhat opposed,Overfishing,Basic understanding,2,7,1,8,4,3,5,6,Negative,Neutral,Yes,10-15 days,Yes,Yes,"Fish,Shellfish,Seaweed",,Yes,8-Apr,Yes,Wild caught,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,2,3,1,6,5,4,1,4,5,2,3,6,,1966,Man,,White/Caucasian,Bachelor's degree,$100K - $125K,5,92688,Indpendent,other,,Other,Observer,Social media,
12/10/21 6:59,12/10/21 7:20,IP Address,141.126.166.145,100,1296,TRUE,12/10/21 7:20,R_WwVwlnHnUrsBSsp,,,,,44.84390259,-87.37339783,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Somewhat supportive,Habitat ,,,,,,,"Heard of it, but don't know details",8,3,2,6,4,5,1,7,Neutral,Positive,Yes,5-10 days,Yes,No,"Seaweed,Other",Kelp,Yes,4-Jan,No,No preference,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Agree,Don't know,2,6,1,3,5,4,3,6,5,1,2,4,Newsletters,1997,Woman,,White/Caucasian,Bachelor's degree,$25K - $50K,2,93109,Indpendent,service industry,,None,,Social media,
12/10/21 8:22,12/10/21 8:30,IP Address,98.184.209.252,100,465,TRUE,12/10/21 8:30,R_1JCUDnep0uDKmYj,,,,,33.7328949,-118.295105,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,,,Strongly supportive,Biofuel,Basic understanding,5,2,3,7,1,4,8,6,Positive,Positive,Yes,5-10 days,Yes,No,Seaweed,,Yes,4-Jan,Yes,No preference,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,5,6,2,4,3,1,1,2,3,4,5,6,,1989,Prefer not to state,,White/Caucasian,Master's degree,$75K - $100K,2,92626,Democrat,non-profit,,Customer,,Social media,
12/10/21 16:17,12/10/21 16:23,IP Address,98.185.208.83,100,366,TRUE,12/10/21 16:23,R_2dLV9JMTqa8yJuM,,,,,34.42160034,-119.7068024,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,Sustainable,,,,,Basic understanding,7,6,5,8,4,2,1,3,Positive,Very Positive,Yes,5-10 days,Yes,Yes,"Shellfish,Seaweed",,No,,,,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Don't know,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,5,6,2,3,4,1,1,5,3,2,4,6,,1984,Man,,White/Caucasian,Master's degree,> $150K,2,93101,Democrat,"non-profit,education",,Researcher,,Email,
12/10/21 16:17,12/10/21 16:24,IP Address,184.189.240.23,100,410,TRUE,12/10/21 16:24,R_1jcxfm82P6hozQK,,,,,34.44500732,-119.8045959,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Neither opposed nor in support,Food,,,,,,,Never heard of it,6,8,7,2,3,4,1,5,Neutral,Positive,No,,No,No,,,Yes,4-Jan,Yes,Wild caught,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Neutral,Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Agree,Don't know,Don't know,Don't know,3,4,2,1,6,5,2,3,5,1,4,6,,1993,Woman,,Asian American or Asian,Bachelor's degree,> $150K,5,93111,Democrat,"government,education",,Customer,,Email,
12/10/21 16:18,12/10/21 16:25,IP Address,66.74.28.151,100,362,TRUE,12/10/21 16:25,R_VUVpPvfDIxq8sdr,,,,,33.84080505,-116.533699,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Somewhat supportive,Biodiesel ,,,,,,,Basic understanding,8,7,6,5,3,2,1,4,Positive,Very Positive,Yes,10-15 days,Yes,Yes,Shellfish,,Yes,8-Apr,Yes,Wild caught,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Don't know,3,4,1,2,5,6,1,5,2,3,4,6,,1997,Woman,,"Asian American or Asian,White/Caucasian",Bachelor's degree,< $25K,1,93106,Democrat,education,,Customer,,Email,
12/10/21 16:19,12/10/21 16:26,IP Address,165.225.243.105,100,437,TRUE,12/10/21 16:26,R_3NIZgWsEZQFtAsZ,,,,,37.81350708,-121.9658051,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,,,Somewhat supportive,food,Basic understanding,7,6,5,2,4,3,1,8,Positive,Positive,Yes,10-15 days,Yes,Yes,"Shellfish,Seaweed",,Yes,8-Apr,Yes,Wild caught,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,,,,,,,,Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,2,6,1,4,3,5,1,3,4,2,5,6,,1984,Man,,White/Caucasian,Master's degree,$125K - $150K,2,93923,Something else,other,energy,Customer,,Email,
12/10/21 16:20,12/10/21 16:27,IP Address,73.226.65.192,100,431,TRUE,12/10/21 16:27,R_2fdHNm03FwZWitW,,,,,40.4855957,-74.62650299,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,Sustainable ,,,,,Very familiar,7,3,8,2,5,6,1,4,Very Positive,Very Positive,Yes,15+ days,Yes,No,Seaweed,,Yes,4-Jan,No,No preference,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,2,1,4,3,5,6,1,4,2,3,5,6,,New Jersey ,Woman,,White/Caucasian,Master's degree,Prefer not to state,,93106,Democrat,,,None,,Email,
12/10/21 16:21,12/10/21 16:28,IP Address,98.171.187.151,100,427,TRUE,12/10/21 16:28,R_1eIP6MI1OtvD74b,,,,,34.4282074,-119.6874008,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,food,,,,,Basic understanding,8,6,5,7,4,2,1,3,Positive,Very Positive,Yes,1-5 days,Yes,No,"Fish,Seaweed",,Yes,4-Jan,Yes,Wild caught,Disagree,Agree,Don't know,Don't know,Agree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Don't know,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,2,3,1,5,4,6,1,4,5,2,3,6,,1996,Woman,,White/Caucasian,Bachelor's degree,< $25K,2,93101,Democrat,"non-profit,education",,None,,Email,
12/10/21 16:22,12/10/21 16:30,IP Address,70.185.129.191,100,486,TRUE,12/10/21 16:30,R_xi8KNxyeHtDBYxr,,,,,34.42649841,-119.8630981,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Strongly supportive,Sustainability,,,,,,,Basic understanding,8,3,2,6,5,4,1,7,Neutral,Neutral,Yes,5-10 days,Yes,Yes,Shellfish,,Yes,4-Jan,Yes,Wild caught,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,4,6,1,5,3,2,1,5,2,3,4,6,,1988,Woman,,Hispanic or Latinx,Master's degree,$50K - $75K,1,93117,Democrat,government,,Researcher,,Email,
12/10/21 16:32,12/10/21 16:43,IP Address,68.6.126.120,100,659,TRUE,12/10/21 16:43,R_1EZG1Tmc41Y5Or2,,,,,34.42649841,-119.8630981,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,beneficial,,,,,Very familiar,7,2,3,8,5,6,1,4,Positive,Very Positive,Yes,5-10 days,Yes,No,"Shellfish,Seaweed",,Yes,4-Jan,Yes,No preference,Strongly Disagree,Strongly Agree,Disagree,Disagree,Don't know,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,1,2,5,6,4,3,3,4,5,1,2,6,,1993,Woman,,White/Caucasian,Master's degree,$50K - $75K,1,93117,Democrat,education,,Researcher,,Email,
12/10/21 16:41,12/10/21 16:53,IP Address,98.185.236.59,100,707,TRUE,12/10/21 16:53,R_2B5V647NiuLJSVb,,,,,34.42160034,-119.7068024,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Somewhat supportive,green,,,,,,,Very familiar,8,2,6,7,4,5,1,3,Positive,Positive,Yes,15+ days,Yes,Yes,"Shellfish,Seaweed",,Yes,8-Apr,Yes,,Neutral,Agree,Agree,Agree,Don't know,Don't know,Neutral,Disagree,Strongly Agree,Agree,Don't know,Don't know,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Don't know,Don't know,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,4,5,3,2,1,6,2,5,3,1,4,6,,1988,Man,,White/Caucasian,PhD,> $150K,2,93101,Democrat,education,,Researcher,,Email,
12/10/21 17:02,12/10/21 17:09,IP Address,107.222.26.236,100,431,TRUE,12/10/21 17:10,R_O7Ezz7V24BiOwBb,,,,,38.56619263,-121.5525055,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,Strongly supportive,Sustainable ,,,,,,,Basic understanding,8,5,6,7,2,3,1,4,Positive,Very Positive,Yes,,Yes,Yes,"Fish,Shellfish,Seaweed",,Yes,4-Jan,Yes,No preference,Strongly Disagree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Don't know,Agree,Don't know,Don't know,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,4,5,2,1,3,6,2,5,4,3,1,6,,1993,Woman,,Hispanic or Latinx,Master's degree,$75K - $100K,1,95691,Democrat,government,,Customer,,Email,
12/10/21 17:16,12/10/21 17:22,IP Address,169.231.104.57,100,360,TRUE,12/10/21 17:22,R_2uVEFNWGmqfEkKl,,,,,34.42649841,-119.8630981,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Neither opposed nor in support,Ecosystems,,,,,"Heard of it, but don't know details",8,7,6,2,4,3,1,5,Positive,Positive,No,,Yes,No,Don't know type,,No,,,,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Neutral,Don't know,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,3,4,1,5,6,2,2,3,4,6,5,1,Scientific articles; I would distrust greenwashed sources,1991,Man,,White/Caucasian,Bachelor's degree,< $25K,1,93101,Something else,education,,None,,Email,
12/10/21 16:26,12/10/21 18:00,IP Address,68.6.110.147,100,5673,TRUE,12/10/21 18:00,R_3ZQMgiFawj22gmJ,,,,,34.42649841,-119.8630981,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,Strongly supportive,habitat,,,Basic understanding,8,7,6,4,3,2,1,5,Positive,Very Positive,Yes,1-5 days,Yes,No,Seaweed,,Yes,4-Jan,No,No preference,Disagree,Don't know,Neutral,Neutral,Don't know,Don't know,Don't know,Agree,Strongly Agree,Agree,Don't know,Agree,Don't know,Don't know,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,3,6,2,4,5,1,4,3,5,1,2,6,,1997,Woman,,White/Caucasian,Bachelor's degree,$75K - $100K,2,93117,Democrat,other,academia,Researcher,,Email,
12/10/21 17:56,12/10/21 18:01,IP Address,98.185.237.173,100,317,TRUE,12/10/21 18:01,R_3n8cxFiBNxKc3TJ,,,,,34.42160034,-119.7068024,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,,,Somewhat supportive,seaweed,"Heard of it, but don't know details",7,2,3,5,4,6,1,8,Neutral,Neutral,Yes,1-5 days,Yes,Unsure,"Shellfish,Seaweed",,Yes,4-Jan,No,Wild caught,Don't know,Agree,Don't know,Don't know,Don't know,,Don't know,Neutral,Agree,Neutral,Don't know,Don't know,Don't know,Don't know,Strongly Disagree,Don't know,Don't know,Disagree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Don't know,Neutral,Don't know,Don't know,3,4,1,5,2,6,3,4,5,2,1,6,,1994,Woman,,White/Caucasian,Master's degree,> $150K,2,93101,Democrat,non-profit,,None,,Email,
12/10/21 18:36,12/10/21 18:47,IP Address,174.75.64.13,100,674,TRUE,12/10/21 18:47,R_238JLwskhFve1MJ,,,,,34.42649841,-119.8630981,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,fishers,,,,,Very familiar,5,3,1,6,2,4,7,8,Very Positive,Very Positive,Yes,15+ days,Yes,Yes,"Fish,Shellfish,Seaweed",,No,,,,Strongly Disagree,Strongly Agree,Disagree,Don't know,Disagree,Don't know,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,5,4,1,6,2,3,2,4,5,3,1,6,,1991,Woman,,"Asian American or Asian,White/Caucasian",Bachelor's degree,< $25K,1,93117,Indpendent,"government,non-profit,education",,"Customer,Researcher,Shareholder",,Email,
12/10/21 19:39,12/10/21 19:48,IP Address,187.190.167.74,100,527,TRUE,12/10/21 19:48,R_1C13r4mGJF3CH8V,,,,,19.3657074,-99.18479919,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,Strongly supportive,Restoration,,,Very familiar,7,3,5,8,4,6,2,1,Very Positive,Very Positive,Yes,10-15 days,Yes,No,Seaweed,,Yes,4-Jan,Yes,No preference,Strongly Disagree,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,6,4,2,1,3,5,1,5,2,4,3,6,,1988,Man,,Hispanic or Latinx,Master's degree,$25K - $50K,1,93101,Democrat,non-profit,,Researcher,,Email,
12/10/21 19:46,12/10/21 19:59,IP Address,70.191.92.157,100,758,TRUE,12/10/21 19:59,R_YVwo9A32X697svD,,,,,34.44500732,-119.8045959,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,Strongly supportive,positive,,,,,Very familiar,8,5,3,6,1,2,4,7,Negative,Very Positive,Yes,15+ days,Yes,Yes,"Shellfish,Seaweed",,Yes,8-Apr,Yes,Wild caught,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,6,4,2,3,5,1,1,5,4,2,3,6,,1986,Woman,,White/Caucasian,Master's degree,$50K - $75K,3,93111,Democrat,non-profit,,Researcher,,Email,
12/10/21 20:37,12/10/21 20:47,IP Address,172.89.20.186,100,657,TRUE,12/10/21 20:48,R_22M32AKFmUpSwo7,,,,,34.28619385,-119.2263947,anonymous,EN,I have read the above consent statement and AGREE to participate in this study,,,,,,,Somewhat supportive,ocean,"Heard of it, but don't know details",,,,,,,,,Positive,Unsure/Not familiar,No,,No,No,,,Yes,4-Jan,No,No preference,Disagree,Strongly Agree,Disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Neutral,Don't know,Don't know,Don't know,Strongly Agree,Strongly Agree,Don't know,Don't know,Don't know,Don't know,Agree,Neutral,Neutral,Neutral,5,6,1,2,3,4,,,,,,,,1950,Woman,,White/Caucasian,Bachelor's degree,$50K - $75K,1,93004,Something else,other,retired,None,,Email,
